ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	135 	2.0 	0.008251
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	8 	205.9 	0.002344
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	8 	205.9 	0.000193
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	8 	205.9 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	8 	205.9 	0.000728
ABMODEL_GROUP 	srb 	8 	205.9 	0.000193
ABMODEL_GROUP 	sulfox 	8 	205.9 	0.021341
ABMODEL_GROUP 	amo 	8 	205.9 	0.008563
ABMODEL_GROUP 	methox 	8 	205.9 	0.022774
ABMODEL_GROUP 	feo 	8 	205.9 	0.000623
ABMODEL_GROUP 	methanogens 	8 	205.9 	-5.4e-05
ABMODEL_GROUP 	anme 	8 	205.9 	0.94656
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	9 	202.0 	0.000556
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	9 	202.0 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	9 	202.0 	0.946151
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	9 	202.0 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	9 	202.0 	0.008661
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	9 	202.0 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	9 	202.0 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	9 	202.0 	-3.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	9 	202.0 	0.0188
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	9 	202.0 	0.022982
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	9 	202.0 	0.00199
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	9 	202.0 	0.000169
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	9 	202.0 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	9 	202.0 	0.000732
ABMODEL_GROUP 	srb 	9 	202.0 	0.000169
ABMODEL_GROUP 	sulfox 	9 	202.0 	0.021521
ABMODEL_GROUP 	amo 	9 	202.0 	0.008661
ABMODEL_GROUP 	methox 	9 	202.0 	0.022982
ABMODEL_GROUP 	feo 	9 	202.0 	0.000556
ABMODEL_GROUP 	methanogens 	9 	202.0 	-3.9e-05
ABMODEL_GROUP 	anme 	9 	202.0 	0.946151
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	10 	198.0 	0.000501
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	10 	198.0 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	10 	198.0 	0.945742
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	10 	198.0 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	10 	198.0 	0.008753
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	10 	198.0 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	10 	198.0 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	10 	198.0 	-2.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	10 	198.0 	0.019253
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	10 	198.0 	0.023184
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	10 	198.0 	0.001711
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	10 	198.0 	0.000149
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	10 	198.0 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	10 	198.0 	0.000735
ABMODEL_GROUP 	srb 	10 	198.0 	0.000149
ABMODEL_GROUP 	sulfox 	10 	198.0 	0.021699
ABMODEL_GROUP 	amo 	10 	198.0 	0.008753
ABMODEL_GROUP 	methox 	10 	198.0 	0.023184
ABMODEL_GROUP 	feo 	10 	198.0 	0.000501
ABMODEL_GROUP 	methanogens 	10 	198.0 	-2.8e-05
ABMODEL_GROUP 	anme 	10 	198.0 	0.945742
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	11 	193.7 	0.000454
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	11 	193.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	11 	193.7 	0.945345
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	11 	193.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	11 	193.7 	0.00884
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	11 	193.7 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	11 	193.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	11 	193.7 	-2e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	11 	193.7 	0.01965
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	11 	193.7 	0.023373
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	11 	193.7 	0.001487
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	11 	193.7 	0.000132
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	11 	193.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	11 	193.7 	0.000738
ABMODEL_GROUP 	srb 	11 	193.7 	0.000132
ABMODEL_GROUP 	sulfox 	11 	193.7 	0.021875
ABMODEL_GROUP 	amo 	11 	193.7 	0.00884
ABMODEL_GROUP 	methox 	11 	193.7 	0.023373
ABMODEL_GROUP 	feo 	11 	193.7 	0.000454
ABMODEL_GROUP 	methanogens 	11 	193.7 	-2e-05
ABMODEL_GROUP 	anme 	11 	193.7 	0.945345
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	12 	189.2 	0.000457
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	12 	189.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	12 	189.2 	0.939134
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	12 	189.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	12 	189.2 	0.009869
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	12 	189.2 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	12 	189.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	12 	189.2 	-1.4e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	12 	189.2 	0.022119
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	12 	189.2 	0.026042
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	12 	189.2 	0.001439
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	12 	189.2 	0.000132
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	12 	189.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	12 	189.2 	0.000822
ABMODEL_GROUP 	srb 	12 	189.2 	0.000132
ABMODEL_GROUP 	sulfox 	12 	189.2 	0.02438
ABMODEL_GROUP 	amo 	12 	189.2 	0.009869
ABMODEL_GROUP 	methox 	12 	189.2 	0.026042
ABMODEL_GROUP 	feo 	12 	189.2 	0.000457
ABMODEL_GROUP 	methanogens 	12 	189.2 	-1.4e-05
ABMODEL_GROUP 	anme 	12 	189.2 	0.939134
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	13 	184.6 	0.000475
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	13 	184.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	13 	184.6 	0.930341
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	13 	184.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	13 	184.6 	0.011318
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	13 	184.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	13 	184.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	13 	184.6 	-9e-06
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	13 	184.6 	0.025545
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	13 	184.6 	0.029821
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	13 	184.6 	0.001439
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	13 	184.6 	0.000135
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	13 	184.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	13 	184.6 	0.000936
ABMODEL_GROUP 	srb 	13 	184.6 	0.000135
ABMODEL_GROUP 	sulfox 	13 	184.6 	0.02792
ABMODEL_GROUP 	amo 	13 	184.6 	0.011318
ABMODEL_GROUP 	methox 	13 	184.6 	0.029821
ABMODEL_GROUP 	feo 	13 	184.6 	0.000475
ABMODEL_GROUP 	methanogens 	13 	184.6 	-9e-06
ABMODEL_GROUP 	anme 	13 	184.6 	0.930341
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	14 	179.7 	0.000492
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	14 	179.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	14 	179.7 	0.920462
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	14 	179.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	14 	179.7 	0.012947
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	14 	179.7 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	14 	179.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	14 	179.7 	-4e-06
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	14 	179.7 	0.029394
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	14 	179.7 	0.034059
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	14 	179.7 	0.001443
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	14 	179.7 	0.000139
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	14 	179.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	14 	179.7 	0.001068
ABMODEL_GROUP 	srb 	14 	179.7 	0.000139
ABMODEL_GROUP 	sulfox 	14 	179.7 	0.031905
ABMODEL_GROUP 	amo 	14 	179.7 	0.012947
ABMODEL_GROUP 	methox 	14 	179.7 	0.034059
ABMODEL_GROUP 	feo 	14 	179.7 	0.000492
ABMODEL_GROUP 	methanogens 	14 	179.7 	-4e-06
ABMODEL_GROUP 	anme 	14 	179.7 	0.920462
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	15 	174.6 	0.000509
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	15 	174.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	15 	174.6 	0.909696
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	15 	174.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	15 	174.6 	0.014723
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	15 	174.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	15 	174.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	15 	174.6 	1e-06
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	15 	174.6 	0.033594
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	15 	174.6 	0.038676
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	15 	174.6 	0.001446
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	15 	174.6 	0.000142
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	15 	174.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	15 	174.6 	0.001212
ABMODEL_GROUP 	srb 	15 	174.6 	0.000142
ABMODEL_GROUP 	sulfox 	15 	174.6 	0.036252
ABMODEL_GROUP 	amo 	15 	174.6 	0.014723
ABMODEL_GROUP 	methox 	15 	174.6 	0.038676
ABMODEL_GROUP 	feo 	15 	174.6 	0.000509
ABMODEL_GROUP 	methanogens 	15 	174.6 	1e-06
ABMODEL_GROUP 	anme 	15 	174.6 	0.909696
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	16 	169.3 	0.000525
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	16 	169.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	16 	169.3 	0.897605
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	16 	169.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	16 	169.3 	0.01672
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	16 	169.3 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	16 	169.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	16 	169.3 	8e-06
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	16 	169.3 	0.038311
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	16 	169.3 	0.043851
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	16 	169.3 	0.001455
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	16 	169.3 	0.000147
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	16 	169.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	16 	169.3 	0.001378
ABMODEL_GROUP 	srb 	16 	169.3 	0.000147
ABMODEL_GROUP 	sulfox 	16 	169.3 	0.041145
ABMODEL_GROUP 	amo 	16 	169.3 	0.01672
ABMODEL_GROUP 	methox 	16 	169.3 	0.043851
ABMODEL_GROUP 	feo 	16 	169.3 	0.000525
ABMODEL_GROUP 	methanogens 	16 	169.3 	8e-06
ABMODEL_GROUP 	anme 	16 	169.3 	0.897605
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	17 	163.9 	0.000537
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	17 	163.9 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	17 	163.9 	0.884944
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	17 	163.9 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	17 	163.9 	0.018809
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	17 	163.9 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	17 	163.9 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	17 	163.9 	1.3e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	17 	163.9 	0.043267
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	17 	163.9 	0.049278
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	17 	163.9 	0.001454
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	17 	163.9 	0.00015
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	17 	163.9 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	17 	163.9 	0.001547
ABMODEL_GROUP 	srb 	17 	163.9 	0.00015
ABMODEL_GROUP 	sulfox 	17 	163.9 	0.046269
ABMODEL_GROUP 	amo 	17 	163.9 	0.018809
ABMODEL_GROUP 	methox 	17 	163.9 	0.049278
ABMODEL_GROUP 	feo 	17 	163.9 	0.000537
ABMODEL_GROUP 	methanogens 	17 	163.9 	1.3e-05
ABMODEL_GROUP 	anme 	17 	163.9 	0.884944
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	18 	158.3 	0.000549
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	18 	158.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	18 	158.3 	0.870772
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	18 	158.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	18 	158.3 	0.02115
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	18 	158.3 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	18 	158.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	18 	158.3 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	18 	158.3 	0.048819
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	18 	158.3 	0.05534
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	18 	158.3 	0.001455
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	18 	158.3 	0.000154
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	18 	158.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	18 	158.3 	0.001742
ABMODEL_GROUP 	srb 	18 	158.3 	0.000154
ABMODEL_GROUP 	sulfox 	18 	158.3 	0.052016
ABMODEL_GROUP 	amo 	18 	158.3 	0.02115
ABMODEL_GROUP 	methox 	18 	158.3 	0.05534
ABMODEL_GROUP 	feo 	18 	158.3 	0.000549
ABMODEL_GROUP 	methanogens 	18 	158.3 	1.9e-05
ABMODEL_GROUP 	anme 	18 	158.3 	0.870772
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	19 	152.5 	0.000553
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	19 	152.5 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	19 	152.5 	0.850709
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	19 	152.5 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	19 	152.5 	0.021476
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	19 	152.5 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	19 	152.5 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	19 	152.5 	2.3e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	19 	152.5 	0.058152
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	19 	152.5 	0.065561
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	19 	152.5 	0.001444
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	19 	152.5 	0.000156
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	19 	152.5 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	19 	152.5 	0.001926
ABMODEL_GROUP 	srb 	19 	152.5 	0.000156
ABMODEL_GROUP 	sulfox 	19 	152.5 	0.061522
ABMODEL_GROUP 	amo 	19 	152.5 	0.021476
ABMODEL_GROUP 	methox 	19 	152.5 	0.065561
ABMODEL_GROUP 	feo 	19 	152.5 	0.000553
ABMODEL_GROUP 	methanogens 	19 	152.5 	2.3e-05
ABMODEL_GROUP 	anme 	19 	152.5 	0.850709
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	20 	146.7 	0.000556
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	20 	146.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	20 	146.7 	0.827327
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	20 	146.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	20 	146.7 	0.021216
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	20 	146.7 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	20 	146.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	20 	146.7 	2.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	20 	146.7 	0.069356
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	20 	146.7 	0.077797
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	20 	146.7 	0.001428
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	20 	146.7 	0.000158
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	20 	146.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	20 	146.7 	0.002134
ABMODEL_GROUP 	srb 	20 	146.7 	0.000158
ABMODEL_GROUP 	sulfox 	20 	146.7 	0.072918
ABMODEL_GROUP 	amo 	20 	146.7 	0.021216
ABMODEL_GROUP 	methox 	20 	146.7 	0.077797
ABMODEL_GROUP 	feo 	20 	146.7 	0.000556
ABMODEL_GROUP 	methanogens 	20 	146.7 	2.9e-05
ABMODEL_GROUP 	anme 	20 	146.7 	0.827327
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	21 	140.8 	0.000555
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	21 	140.8 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	21 	140.8 	0.802522
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	21 	140.8 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	21 	140.8 	0.020901
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	21 	140.8 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	21 	140.8 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	21 	140.8 	3.4e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	21 	140.8 	0.081276
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	21 	140.8 	0.09079
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	21 	140.8 	0.001412
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	21 	140.8 	0.000159
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	21 	140.8 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	21 	140.8 	0.002352
ABMODEL_GROUP 	srb 	21 	140.8 	0.000159
ABMODEL_GROUP 	sulfox 	21 	140.8 	0.08504
ABMODEL_GROUP 	amo 	21 	140.8 	0.020901
ABMODEL_GROUP 	methox 	21 	140.8 	0.09079
ABMODEL_GROUP 	feo 	21 	140.8 	0.000555
ABMODEL_GROUP 	methanogens 	21 	140.8 	3.4e-05
ABMODEL_GROUP 	anme 	21 	140.8 	0.802522
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	22 	134.8 	0.000553
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	22 	134.8 	-0.0
